score,avg_score,goal,avg_goals,path_length,optimal_length,normalized_score
-3346.2161844803823,-4741.9411545168405,1,75,9.211689589928527,5.18400002810487,0.5627632127088524
-9946.542954860666,-4859.629795659555,1,76,0.6787736594349222,0.8176022287309584,1.2045285160470294
-9658.884732741439,-4935.647833667643,1,76,2.0089352994470056,0.9409150696034599,0.46836504384310595
-7273.575671266746,-4910.441148306055,1,76,6.2309926773838,3.971605781221091,0.6373953536547318
-9803.837991675493,-4935.181793104647,1,76,0.8473565694798822,1.1484227945514922,1.3553005144651302
1337.6467227851235,-4843.03611332205,0,75,1.3805501319063203,3.0749034307572627,0
-5248.526174688044,-4825.118450817184,1,75,7.872212010946854,4.977232980473567,0.6322534217259876
-4682.969440106399,-4783.925875812694,1,75,8.362086896566643,4.445300967568954,0.5316018623765
2252.9994694387888,-4683.942126886761,0,74,1.2816722914484413,3.8114981303036037,0
-7875.51554489931,-4710.188106617348,1,74,5.709271641730094,3.8192870269850174,0.6689622191155105
2036.6365953784189,-4634.254472647012,0,73,0.8805455142685281,3.966149098870781,0
-6216.654190241283,-4620.902264415459,1,73,7.0853131514159085,4.554676443290277,0.6428334705827482
1081.3417921606313,-4514.060943892349,0,72,0.09995833854135114,5.49624162237491,0
6094.973773197289,-4357.050104977899,0,71,4.241567570822999,4.555918876441355,0
-8457.366362383307,-4353.365518285836,1,71,4.724318126931064,3.200430329991575,0.6774375145796092
-8819.659426995637,-4348.636913937272,1,71,4.646996748063992,2.598139681063005,0.5591008175646838
-7639.011799340279,-4435.8254471110595,1,72,7.1346375219386085,3.9428858285384387,0.5526399647374217
-6889.462257968631,-4445.096625335585,1,72,6.273817403950776,3.3645171439792754,0.5362790988881119
2928.5782932189686,-4337.598979684877,0,71,3.700928118479688,4.311177126628077,0
-987.7998212638104,-4263.4420569556805,1,71,9.401896622512536,5.335799442139875,0.5675237301975301
-4726.770752294414,-4237.8824214418555,1,71,7.314520335317859,4.93378783686815,0.674519669190823
-6651.886233491516,-4331.206192282575,1,72,4.113227109106835,3.2084017684794204,0.7800205734752409
-8734.754054019028,-4448.152221672025,1,73,4.426465108646265,2.8901672420460747,0.6529289559745265
-9295.020348535007,-4468.653573423043,1,73,2.290998041648499,1.932887523835039,0.8436879860640213
-9026.168555945333,-4521.662952129036,1,73,4.715129275576792,2.811591465712432,0.5962914909408281
-7308.555714957554,-4495.750924782589,1,73,6.853089890991096,4.823061897910308,0.7037791674454157
-9850.384815378025,-4515.634485811187,1,73,0.8746222744192717,0.7315816960549553,0.8364544529130682
-9653.321167063716,-4667.534220288442,1,74,1.20309403361374,1.1362362079100465,0.9444284288378755
-6068.496331756773,-4739.236191878974,1,75,6.647236040790213,3.5256165892244518,0.5303883550380636
-8891.879336813965,-4846.370228563962,1,76,4.275838226057124,2.8450979499007234,0.6653895211850125
-9627.915762384171,-4966.632972968872,1,77,2.161162802912919,1.640935519251726,0.7592836213171884
-7628.867489811329,-5070.01988626684,1,78,5.906281085150134,4.163481473610693,0.7049243701046882
1097.4166241563757,-4962.002062992343,0,77,0.20387348137825595,1.9482352088491255,0
-2708.9110184737065,-5008.8705635340275,1,78,3.7410048760198924,2.442546928663428,0.6529119874503045
-6759.107827469148,-4980.26570530166,1,78,6.25813781618071,4.258776957707585,0.6805182440527783
-8730.28022522941,-5008.159294950947,1,78,3.4153306314030605,2.1798119603832364,0.6382433197947054
-9245.624304846031,-5117.977385528341,1,79,3.6804677824225864,2.261477296357148,0.6144537678492
1255.9527766726949,-5026.876756975174,0,78,0.20046908971935815,5.40702070376641,0
-7641.502321268828,-5042.712351614186,1,78,6.759393990896488,4.896702217523298,0.7244291757690332
-5331.613420412593,-4999.864588967595,1,78,8.719505784260692,5.323955937011642,0.610580010924673
-6240.676369944757,-4963.987060712184,1,78,7.098704854765989,3.87841055435785,0.546354670845898
-7362.312332233612,-5049.65661463417,1,79,6.651840164965911,3.8975184761906885,0.5859308671784151
-5708.084538745589,-5039.347162484298,1,79,6.989231822256086,4.464344115652673,0.6387460352132958
-5683.044933343605,-5152.903222636759,1,80,6.784138365564233,4.308389186192872,0.635068000390724
-7233.5036930294245,-5169.668820300709,1,80,5.682621190146969,4.07119742879792,0.7164294948705927
-9716.9200107037,-5184.212978306512,1,80,1.353684226508974,1.2410546835473122,0.9167977725114498
-7850.8122406184975,-5212.786422263137,1,80,5.393538236898513,3.9972833362658453,0.7411245013374437
-7612.7881789724215,-5212.475631195915,1,80,6.6279068322777235,5.124887977728314,0.7732287292830144
-7591.098337176669,-5192.797709615737,1,80,4.245446193783047,4.223370403130659,0.9948001247348947
1348.4224171790756,-5161.473060624139,1,80,11.603895940322035,6.4358696731525775,0.5546300747827947
-8683.963622430098,-5198.13718799541,1,80,3.39948701834139,2.495519723677958,0.7340871461528693
-8363.540309857133,-5205.338721721058,1,80,3.264809553161282,3.213793551993275,0.9843739733245362
-6328.660049706183,-5190.026095868576,1,80,7.093127584242253,3.9588050369471137,0.5581184026270446
1583.727755137437,-5112.353525511877,0,79,0.4989071088639569,5.800927418495782,0
4981.443780896208,-5074.260652190056,0,79,5.737686657422163,4.002435312341316,0
-9060.328386382293,-5185.193508758027,1,80,3.0059885829715176,2.7250926791419374,0.9065545672991527
-9320.81624583926,-5187.858152363134,1,80,1.9229067566249987,1.5444320127936684,0.8031757169049567
-9939.058517574267,-5314.813819867146,1,81,0.5238261636808359,0.6499630054905704,1.2407990485305138
-4261.768315471394,-5268.23096360985,1,81,8.184667798538717,4.863664518473873,0.5942409195083308
1672.4821408669236,-5158.8054874190375,0,80,1.2812969079895002,2.4454691801502095,0
1188.8397840708067,-5049.291293478606,0,79,0.49846231713578715,2.274483772380169,0
4752.3679423524645,-5040.54843923193,0,79,5.179568198966281,3.8980917485528987,0
-7571.848517610755,-5024.15095492402,1,79,4.198533002998555,4.3872824056859665,1.0449560364423975
-9675.105386374178,-5027.830993694828,1,79,1.758726372909891,1.7582911862117283,0.9997525557671358
-9834.87435041066,-5054.443261710755,1,79,0.6375228008083413,0.8580492532799614,1.3459114751535248
1095.606972021401,-5012.093005211908,0,78,0.09995833854134903,6.134717112850853,0
-9587.864283155805,-5135.46625035058,1,79,1.4243409860380831,1.6382422150509839,1.1501755767120652
-7281.980129769661,-5128.693742457251,1,79,5.894102644931951,4.3595693881458235,0.7396493835909701
-6385.852353081396,-5208.483217314848,1,80,7.174066672437733,5.438289837542204,0.7580484104553609
-8434.77956408765,-5224.971016412598,1,80,2.6344881127679076,2.1347307889185947,0.8103019249062976
-6645.565471126549,-5212.540157176575,1,80,6.004837354951062,3.1055008739529844,0.5171665259829995
-6871.304833990491,-5205.378796606733,1,80,6.001181787359272,3.9894431307560567,0.6647762510976276
-8056.715069239293,-5192.929271028285,1,80,5.336450375601031,3.453732850602815,0.6471966583618478
3310.921678546847,-5089.094295686458,0,79,1.5041277623417775,4.115829572290487,0
-6798.286348535598,-5167.304258013876,1,80,5.717387063839596,4.036714661098722,0.7060418712298633
-9453.251644475205,-5175.235713254309,1,80,2.174520321589696,1.7680491267916916,0.8130754673744087
-6867.375786005681,-5267.67020857411,1,81,5.950297470007432,3.9369970459759207,0.661647096774643
1080.0649288534257,-5160.208619637356,0,80,0.2026925086155303,1.378250620861333,0
-5438.35373550396,-5250.964544485629,1,81,5.893659530518563,4.164231780340876,0.7065613069057757
-8943.444635439797,-5267.12846649511,1,81,2.907157334387672,2.354296211339589,0.8098275877578085
-8380.560522833666,-5278.718590078821,1,81,3.789247595601442,3.738390405006189,0.9865785517277129
3703.7243956011152,-5148.240398957486,0,80,2.9633536643380043,4.42904054296608,0
-7309.005034921712,-5130.335696563964,1,80,6.049343646265842,4.30332818297177,0.7113710899244651
-9786.68890279113,-5154.242486988133,1,80,1.274703999397856,1.4436091824532447,1.1325054154809087
-7119.546384202735,-5170.485654763707,1,80,6.135359459955627,3.8310157618030196,0.6244158613374426
-9440.641943342229,-5220.016772799456,1,80,3.435305502873588,2.31117426044926,0.6727710995473308
1450.9776034358042,-5181.842883137989,0,79,0.2986118342269556,5.968254537395615,0
-9711.656158730319,-5219.638455295612,1,79,0.5937978128443304,0.9185750597853614,1.5469492138836394
-7691.079376304486,-5205.940398349563,1,79,6.223716881410417,4.76075133544108,0.7649370024624578
-7020.257949671042,-5223.805717446324,1,79,6.35067388302782,4.383217762038798,0.6901972676872844
-6841.16733110134,-5227.346848806402,1,79,7.321664038386123,4.8593195044081865,0.6636905871304225
-9453.968321845174,-5347.201761341052,1,80,1.3902152474205074,1.203140679757846,0.8654348180903848
2980.8968438495103,-5242.262921601781,0,79,3.1941256152787663,3.4228565625369596,0
-8120.514595933926,-5301.919743091843,1,79,4.615647278985784,3.217950198044196,0.6971828659210914
1946.1844489124244,-5211.965968446436,0,78,1.1012102436826492,5.4060257361531505,0
-8050.413804371403,-5302.8334150348355,1,79,4.86843677026538,3.5887531218000657,0.7371469100140827
-6242.998080830361,-5444.862195704001,1,80,5.819624545441303,4.554317649745656,0.7825792908432895
-3083.6676206962175,-5500.103193102167,1,81,10.889688387245878,5.90802703358429,0.5425340765952344
1426.7270796920307,-5391.229882546114,0,80,2.366223678048797,1.969328874427359,0
-6874.656438937176,-5380.905070883199,1,80,6.139678268671374,4.439198833393914,0.7230344391245368
-9828.56443714436,-5424.539737714167,1,80,1.2576579887925392,1.1996421059514886,0.9538699047292254
-8234.045504159645,-5472.934087413963,1,80,3.2157937751772416,1.9628872462492901,0.6103896529064907
-8690.296424031,-5460.496002950304,1,80,4.979683176517651,3.5650574262339934,0.7159205314598104
-8534.424864147546,-5449.3627369246215,1,80,5.17606269929399,4.078459083427097,0.7879462287007062
-6402.321607081628,-5440.736459061404,1,80,7.76226558015409,5.19702938148667,0.669524809196686
-8282.96128549104,-5425.678273851656,1,80,2.561985849669223,2.1163941950497644,0.8260756769296799
-8582.044080948306,-5523.89303428466,1,81,3.2612520195638424,2.9229984461507432,0.8962810689318218
-9700.1529765072,-5567.968547173959,1,81,1.4615631881762616,1.5381747807266357,1.0524175712484727
-8916.221887275668,-5609.881937739991,1,81,2.646201670023994,2.530601398312798,0.956314640331193
-7691.748883776208,-5708.344792722319,1,82,6.0599601468052215,3.9465331613895778,0.651247378824788
-5938.18067931352,-5689.163259399687,1,82,5.235151669671768,3.9296967403692475,0.750636655502214
-5223.492842912386,-5761.045729085734,1,83,7.827810994812021,5.218809610458939,0.6667010245798947
1091.097911437473,-5688.691747880994,0,82,0.23785656605228608,2.8094904329252177,0
-7870.954312537335,-5777.328342977012,1,83,4.900898534059482,3.6883946157196594,0.7525955883572458
-9221.703925780575,-5928.978617224319,1,84,2.787739944384678,1.7070520283830048,0.6123426368451281
-9633.888966370449,-5940.627355877657,1,84,1.8733700914462346,1.2719510297388443,0.678964095533789
-5537.113510958678,-5908.12690126343,1,84,7.832332117956009,5.0000230122087235,0.6383824047432722
-8095.509314866905,-5912.64667864488,1,84,5.490831202199816,4.222517972428672,0.769012525960912
2707.202280550082,-5817.630198065489,0,83,3.0337686365145746,4.063673995231069,0
-9105.765748067835,-5936.782119266348,1,84,2.9943812646217407,2.268825528830297,0.7576942708118707
-7613.803143783829,-6002.3861125586245,1,84,6.688799837962746,4.434614597159001,0.6629910753181818
-6765.896839260595,-6022.575479756309,1,84,6.740700804741999,4.373936345250489,0.6488845109656075
-8391.999031771671,-6039.804319343241,1,84,4.230239746787711,2.797961710281464,0.661419181361088
-5263.963372458442,-6005.440055169375,1,84,6.747491526869192,4.746550428213263,0.703454077609734
-8693.801259750182,-5999.4873909239805,1,84,2.7291036387689824,2.3874654587855906,0.8748167071670848
-6682.172930938426,-5976.279513448663,1,84,7.2658117705978125,5.063265637329583,0.6968616580213157
-8227.052916652754,-5985.373545148616,1,84,5.793824626976823,3.422895232554144,0.5907833690058006
-6074.218140234445,-5947.985756285809,1,84,4.771522730314612,4.246658010463838,0.8900005827246332
-9107.62677506534,-5942.5828415135475,1,84,2.1809074971703195,2.2332553564586646,1.0240027875351272
-6091.428758889655,-5942.809895247536,1,84,5.943058722098418,4.294900162841932,0.7226750337956375
-6919.557547487488,-5923.281956739353,1,84,4.152259874606739,3.46074734318718,0.8334611627637944
1067.8667762605685,-5817.383119723069,0,83,0.09995833854126976,5.0077751814179745,0
-9808.344442297926,-5838.962099450659,1,83,0.7801129620758609,0.8451555579246275,1.0833758686379085
-9653.50993471484,-5945.406916865226,1,84,2.070505204168033,2.1718159771336403,1.048930460431427
-4563.163960266697,-5963.765856882978,1,84,6.090897765771845,3.735164138175366,0.6132370435053661
-9619.954630602057,-5992.091072755582,1,84,2.061897341577947,1.9915703964664675,0.9658921209638599
-4280.113997656477,-5948.030020997434,1,84,6.4342745479952255,3.959968637167803,0.615449124470705
-6217.302326534524,-5918.046635073558,1,84,6.75639565149065,4.431991909300713,0.6559698599537893
-8449.148125104795,-6014.136743011949,1,85,3.7990803529359956,2.797262791903102,0.7362999810576074
